"nomAttribuant","idAttribuant","typeAttribuant","anneeAttribution","nomBeneficiaire ","typeBeneficiaire ","montant","nature","objetAideNature"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1112.1,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1480.08,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",943.2,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",432,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",8139.6,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",2411.1,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",7128,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",399,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",2949.3,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",828,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1468.8,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",518.4,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",764.4,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",782.04,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",2538,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",288,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",512.46,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",405.81,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1057.5,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",18421.2,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",2115,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",2115,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1558.2,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1345.05,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",658.56,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",630.72,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",352.8,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",473.04,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",3172.5,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",4230,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",470.99,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",937.17,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",936,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1015.2,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",471.42,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",10080,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",9109.59,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",2538,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1695.38,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",2115,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",253.8,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1412.96,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",89.1,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE","Associations",1090795.88,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE CENTRE SOCIAL CHATEAU ST LOUP","Associations",15828.75,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CULTURE OUVRIERE CENTRE SOCIAL CHATEAU ST LOUP","Associations",17010,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CUTLURE OUVRIERE CENTRE SOCIAL DE LA BRICARDE","Associations",28972.08,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE CUTLURE OUVRIERE CENTRE SOCIAL DE LA BRICARDE","Associations",13578.12,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE FORMATION ET DE PREPARATION A L EMPLOI CANA","Associations",112516.75,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE L AMITIE JEUNES ET LOISIRS","Associations",146321.6,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE DE LOISIRS JEUNES POLICE NATIONALE DDSP 13","Associations",38600,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE EVOLUTIF LILITH ASS LESBIENNE FEMINISTE","Associations",1000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE INTERNATIONAL DE POESIE MARSEILLE","Associations",181639.77,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE INTERNATIONAL DE RECHERCHE SUR LE VERRE ET LES ARTS PLASTIQUES","Associations",147400,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE INTERNATIONAL DU SON","Associations",4941.96,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE LOISIRS JEUNES","Associations",41011.2,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE MEDITERRANEEN DE LA COMMUNICATION AUDIO VISUELLE","Associations",10000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"ASS FAMILIALE DU CENTRE SOCIAL BOIS LE MAITRE","Associations",11542.5,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"ASS FAMILIALE DU CENTRE SOCIAL BOIS LE MAITRE","Associations",3767.4,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"ASS FAMILIALE DU CENTRE SOCIAL BOIS LE MAITRE","Associations",12600,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL DE FRAIS VALLON","Associations",1440,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL DU BASSIN DE SEON","Associations",18454.8,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL DU BASSIN DE SEON","Associations",8060.59,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL ET CULTUREL DE LA GARDE","Associations",150333,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CTRE SOCIAL FAMILIAL ST GABRIEL CANET BON SECOURS","Associations","6976,80","aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CTRE SOCIAL FAMILIAL ST GABRIEL CANET BON SECOURS","Associations",5660.1,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL JULIEN","Associations",17649.27,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL JULIEN","Associations",8872.3,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL JULIEN","Associations",27448.22,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL L AGORA","Associations",192947,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL L AGORA","Associations",11058,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL L’OLIVIER BLEU","Associations",7185,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL L’OLIVIER BLEU","Associations",3850.2,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LA CAPELETTE","Associations",17129.12,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LA CAPELETTE","Associations",15735.72,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LA CAPELETTE","Associations",260117.58,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LA MARTINE","Associations",11817,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LA MARTINE","Associations",5400,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LA MARTINE","Associations",191193.92,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LES BOURRELY","Associations",0,"aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LES BOURRELY","Associations",5544,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LES LILAS","Associations",0,"aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LES MUSARDISES","Associations",8190,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LES MUSARDISES","Associations",11460,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL LES MUSARDISES","Associations",5816.46,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL MALPASSE","Associations",996,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL MER ET COLLINE","Associations",9446.25,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL MER ET COLLINE","Associations",24381,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL MER ET COLLINE","Associations",9702,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL MER ET COLLINE","Associations",140690,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL SAINT JUST LA SOLITUDE","Associations",149622,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL SAINTE ELISABETH DE LA BLANCARDE ET DE SES ENVIRONS","Associations",138687,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL SAINTE ELISABETH DE LA BLANCARDE ET DE SES ENVIRONS","Associations",11520.6,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL SAINTE ELISABETH DE LA BLANCARDE ET DE SES ENVIRONS","Associations",11356.8,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL ST JOSEPH FONTAINIEU","Associations",9331.2,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIAL ST JUST LA SOLITUDE","Associations",0,"aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL D ENDOUME LE 285","Associations",220223.4,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL DEL RIO","Associations",11340,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL DEL RIO","Associations",35303.25,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL DEL RIO","Associations",13119.13,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL LA GARDE","Associations",6111,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL LA GARDE","Associations",20002.5,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL ROY D ESPAGNE","Associations",4299.75,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL ROY D ESPAGNE","Associations",1546.36,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL ROY D ESPAGNE","Associations",42915,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL ROY D ESPAGNE","Associations",8617.98,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL ROY D ESPAGNE","Associations",12631.5,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL ROY D ESPAGNE","Associations",204138.55,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL ST GINIEZ MILAN","Associations",50271.3,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE SOCIO CULTUREL ST GINIEZ MILAN","Associations",205939,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRE VOVINAM VIET VO DAO MARSEILLE","Associations",1500,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CENTRES SOCIAL STE MARTHE LA PATERNELLE","Associations",11592,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CENTRES SOCIAL STE MARTHE LA PATERNELLE","Associations",18837,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CERCLE DE L AVIRON DE MARSEILLE","Associations",20000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CERCLE DES NAGEURS DE MARSEILLE","Associations",220000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CERCLE NAUTIQUE ET TOURISTIQUE DU LACYDON","Associations",20000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CERCLE SPORTIF MARSEILLE TENNIS CSMT","Associations",16000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CHAMBRE DE COMMERCE ET D INDUSTRIE FRANCO ARMENIENNE","Associations",2000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CHAMBRE DE COMMERCE ET D INDUSTRIE MARSEILLE PROVENCE","Associations",40000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CHANTE JOIE","Associations",1200,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CHINCHINELLO","Associations",602.1,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CIE RICHARD MARTIN THEATRE TOURSKY","Associations",1043299.12,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CIIPH","Associations",4162.42,"aide en numéraire ; aide en nature","MISE A DISPOSITION DE LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CINE TRAVELLING MARSEILLE","Associations",1500,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CINEMARSEILLE","Associations",375000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CINEMAS DU SUD TILT","Associations",39000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CINEMEMOIRE NET","Associations",6000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CIQ DE BOIS LEMAITRE","Associations",8.64,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CIQ DES 3 VALLONS","Associations",0,"aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CIQ MONTREDON","Associations",195,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
"Ville de Marseille",21130055300016,"COM",2019,"CITE DE LA MUSIQUE DE MARSEILLE","Associations",3047465,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CITE DES METIERS DE MARSEILLE ET DE PROVENCE ALPES COTE D AZUR","Associations",225000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CITY ZEN CAFE","Associations",42000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CLUB ALPIN FRANCAIS CALANQUES MARSEILLE CASSIS","Associations",500,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CLUB ATHLETIQUE DE MARSEILLE LE PHENIXVALENTINOIS","Associations",3000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CLUB ATHLETIQUE GOMBERTOIS","Associations",12000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CLUB DE LA CROISIERE MARSEILLE PROVENCE","Associations",70000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CLUB DE LA MER","Associations",2000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CLUB DE PELOTE BASQUE MARSEILLEN PILOTA","Associations",1500,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CLUB DE VOLLEY BALL DES CATALANS","Associations",17000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CLUB GYMNIQUE DE BONNEVEINE","Associations",10000,"aide en numéraire",
"Ville de Marseille",21130055300016,"COM",2019,"CLUB GYMNIQUE DE SAINT GINIEZ","Associations",34162.5,"aide en numéraire ; aide en nature","MISE A DISPOSITION A TITRE GRATUIT DE FLUIDES ET LOCAUX"
