NOM_COLLECTIVITE,ID_COLLECTIVITE,DELIB_DATE,DELIB_NUM,DELIB_OBJET,DELIB_URL,DIRECTION_EMETTRICE,DELEGATION_EMETTRICE
Marseille,21130055300016,2018-12-20,18/1032/DDCV,SERVICE NAUTISME ET PLONGEE - POLITIQUE DE LA MER ET DU LITTORAL - Plan Nautisme et Plongée - Partenariat avec la Ligue Provence-Alpes-Côte d'Azur de la Fédération Française de Voile pour la formation des futurs moniteurs de voile - Approbation d'une convention type de stage.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PKT.pdf,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300016,2018-12-20,18/1031/DDCV,SERVICE MER ET LITTORAL  - Politique de la Mer et du Littoral - Archipel du Frioul - Approbation de la convention d'occupation précaire du Sémaphore de Pomègues au profit du Parc National des Calanques.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PFG.pdf,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300016,2018-12-20,18/1030/DDCV,Ajustements de l'organigramme de la Délégation Générale à la Sécurité et réforme des cycles spécifiques à certaines unités de la délégation.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PLE.pdf,DIRECTION GENERALE ADJOINTE A LA SECURITE,
Marseille,21130055300016,2018-12-20,18/1029/DDCV,Approbation de la convention de délégation de service public pour la gestion et l'exploitation de la fourrière automobile de la Ville de Marseille.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PNQ.pdf,DIRECTION GENERALE ADJOINTE A LA SECURITE,
Marseille,21130055300016,2018-12-20,18/1028/DDCV,"SERVICE ECLAIRAGE PUBLIC ET ILLUMINATIONS - Travaux concernant des opérations de grosses réparations, de rénovations ou d'extensions du réseau d'éclairage public de la Ville de Marseille.",http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PLB.pdf,DIRECTION DE L'ENVIRONNEMENT ET DU CADRE DE VIE,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1027/DDCV,SERVICE BOTANIQUE GRAND BORELY - Adhésion au Conseil National des Villes et Villages Fleuris et versement de la cotisation.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PKD.pdf,DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1026/DDCV,Participation à la Japan Expo Sud 10ème Vague - Approbation d'une convention de partenariat entre la Ville de Marseille et Sefa Event.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PM5.pdf,DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1025/DDCV,SERVICE ESPACES VERTS - Approbation d'une convention d'occupation temporaire du domaine public avec l'Ecole Nationale Supérieure de Paysage.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PKQ.pdf,DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1024/DDCV,SERVICE NATURE EN VILLE ECOCITOYENNETE - Gestion du jardin partagé Arzial - 3ème arrondissement - Approbation d'une convention d'occupation et d'usage avec l'association Léo Lagrange Méditerranée gestionnaire du centre social de Saint-Mauront.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PNF.pdf,DIRECTION DE L'ENVIRONNEMENT ET DU CADRE DE VIE,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1023/DDCV,SERVICE ESPACES VERTS - Rénovation des jardins Stilatti et Junot - 3ème arrondissement- Approbation de l'augmentation de l'affectation de l'autorisation de programme - Financement.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PL9.pdf,DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
